year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Bhadradri Kothagudem,Pinapaka,Tobacco,3,1
2018-2019,Rabi,Bhadradri Kothagudem,Dummugudem,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Bhadrachalam,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Cherla,Tobacco,8,2
2018-2019,Rabi,Bhadradri Kothagudem,Yellandu,Other crops,66,65
2018-2019,Rabi,Bhadradri Kothagudem,Allapalli,Other crops,121,135
2018-2019,Rabi,Bhadradri Kothagudem,Gundala,Other crops,7,9
2018-2019,Rabi,Bhadradri Kothagudem,Tekulapally,Other crops,68,75
2018-2019,Rabi,Bhadradri Kothagudem,Kothagudem,Other crops,5,5
2018-2019,Rabi,Bhadradri Kothagudem,Sujathanagar,Other crops,58,64
2018-2019,Rabi,Bhadradri Kothagudem,Chunchupalli,Other crops,7,2
2018-2019,Rabi,Bhadradri Kothagudem,Laxmidevipalli,Other crops,37,39
2018-2019,Rabi,Bhadradri Kothagudem,Julurpadu,Other crops,60,58
2018-2019,Rabi,Bhadradri Kothagudem,Chandrugonda,Other crops,8,8
2018-2019,Rabi,Bhadradri Kothagudem,Annapureddipalli,Other crops,30,32
2018-2019,Rabi,Bhadradri Kothagudem,Dammapet,Other crops,704,657
2018-2019,Rabi,Bhadradri Kothagudem,Aswaraopet,Other crops,203,156
2018-2019,Rabi,Bhadradri Kothagudem,Mulkalapally,Other crops,344,345
2018-2019,Rabi,Bhadradri Kothagudem,Palwancha,Other crops,35,30
2018-2019,Rabi,Bhadradri Kothagudem,Burgampadu,Other crops,4,3
2018-2019,Rabi,Bhadradri Kothagudem,Manuguru,Other crops,65,54
2018-2019,Rabi,Bhadradri Kothagudem,Aswapuram,Other crops,49,32
2018-2019,Rabi,Bhadradri Kothagudem,Karakagudem,Other crops,34,32
2018-2019,Rabi,Bhadradri Kothagudem,Pinapaka,Other crops,51,55
2018-2019,Rabi,Bhadradri Kothagudem,Dummugudem,Other crops,25,21
2018-2019,Rabi,Bhadradri Kothagudem,Bhadrachalam,Other crops,5,6
2018-2019,Rabi,Bhadradri Kothagudem,Cherla,Other crops,36,21
2018-2019,Rabi,Bhadradri Kothagudem,Yellandu,Total,753,673
2018-2019,Rabi,Bhadradri Kothagudem,Allapalli,Total,179,198
2018-2019,Rabi,Bhadradri Kothagudem,Gundala,Total,194,158
2018-2019,Rabi,Bhadradri Kothagudem,Tekulapally,Total,327,274
2018-2019,Rabi,Bhadradri Kothagudem,Kothagudem,Total,52,36
2018-2019,Rabi,Bhadradri Kothagudem,Sujathanagar,Total,250,152
2018-2019,Rabi,Bhadradri Kothagudem,Chunchupalli,Total,141,77
2018-2019,Rabi,Bhadradri Kothagudem,Laxmidevipalli,Total,299,241
2018-2019,Rabi,Bhadradri Kothagudem,Julurpadu,Total,228,169
2018-2019,Rabi,Bhadradri Kothagudem,Chandrugonda,Total,198,113
2018-2019,Rabi,Bhadradri Kothagudem,Annapureddipalli,Total,367,197
2018-2019,Rabi,Bhadradri Kothagudem,Dammapet,Total,4760,4456
2018-2019,Rabi,Bhadradri Kothagudem,Aswaraopet,Total,2391,1952
2018-2019,Rabi,Bhadradri Kothagudem,Mulkalapally,Total,1463,1335
2018-2019,Rabi,Bhadradri Kothagudem,Palwancha,Total,927,535
2018-2019,Rabi,Bhadradri Kothagudem,Burgampadu,Total,970,465
