year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Rangareddy,Kothur,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Nandigam,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Kondurg,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Chowdergudem,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Shankarpally,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Chevella,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Shabad,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Manchal,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Yacharam,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Madgul,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Balapur,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Amangal,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Talakondapally,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Kadthal,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Serilingampally,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Kothur,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Nandigam,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Black Gram,0,0
2018-2019,Rabi,Rangareddy,Kondurg,Black Gram,0,0
